Time(ms),Sensor ID,Status,Pressure(psi)
884,0,-0.00069,0,-0.00008,0,0.00160,0,0.00099,0,-0.00069
887,0,0.00069,0,-0.00008,0,0.00023,0,-0.00038,0,-0.00069
911,0,0.00023,0,-0.00099,0,0.00069,0,0.00099,0,-0.00069
941,0,0.00023,0,-0.00008,0,0.00023,0,-0.00038,0,-0.00069
971,0,-0.00023,0,-0.00054,0,0.00069,0,0.00053,0,-0.00069
1001,0,0.00252,0,-0.00145,0,-0.00023,0,-0.00130,0,-0.00160
1033,0,0.00023,0,-0.00008,0,0.00023,0,-0.00038,0,-0.00115
1063,0,0.00069,0,-0.00054,0,0.00023,0,-0.00038,0,-0.00023
1094,0,0.00069,0,-0.00054,0,0.00069,0,-0.00038,0,-0.00023
1125,0,0.00069,0,-0.00054,0,0.00069,0,-0.00038,0,-0.00023
1156,0,-0.00023,0,-0.00099,0,0.00114,0,0.00007,0,-0.00023
1185,0,-0.00023,0,-0.00099,0,0.00023,0,-0.00038,0,-0.00069
1217,0,-0.00069,0,-0.00099,0,0.00069,0,0.00007,0,-0.00115
1248,0,-0.00069,0,-0.00054,0,0.00069,0,0.00007,0,-0.00023
1278,0,0.00023,0,-0.00054,0,0.00023,0,0.00007,0,-0.00023
1308,0,0.00023,0,-0.00008,0,0.00069,0,0.00007,0,-0.00023
1339,0,0.00023,0,-0.00099,0,0.00069,0,-0.00084,0,-0.00069
1370,0,-0.00023,0,-0.00145,0,0.00114,0,-0.00084,0,-0.00069
1400,0,-0.00069,0,-0.00145,0,0.00023,0,-0.00084,0,-0.00069
1432,0,-0.00023,0,-0.00008,0,0.00023,0,0.00007,0,-0.00069
1463,0,-0.00023,0,-0.00008,0,0.00069,0,-0.00038,0,-0.00069
1494,0,-0.00023,0,0.00038,0,0.00069,0,0.00007,0,-0.00115
1524,0,0.00023,0,-0.00008,0,0.00114,0,-0.00084,0,-0.00115
1555,0,0.00069,0,-0.00099,0,0.00069,0,-0.00084,0,-0.00069
1585,0,-0.00069,0,-0.00099,0,-0.00023,0,-0.00084,0,-0.00023
1616,0,-0.00023,0,-0.00054,0,-0.00023,0,-0.00038,0,-0.00023
1648,0,0.00023,0,-0.00054,0,0.00023,0,-0.00038,0,-0.00115
1679,0,-0.00023,0,0.00038,0,0.00023,0,-0.00038,0,-0.00115
1710,0,-0.00023,0,-0.00054,0,0.00023,0,0.00007,0,-0.00115
1740,0,0.00023,0,-0.00054,0,0.00023,0,-0.00084,0,-0.00069
1771,0,0.00023,0,-0.00099,0,0.00069,0,-0.00084,0,-0.00069
1802,0,0.00023,0,-0.00054,0,0.00023,0,0.00007,0,-0.00069
1832,0,0.00023,0,-0.00054,0,0.00023,0,0.00007,0,-0.00069
1862,0,0.00023,0,-0.00008,0,0.00023,0,-0.00038,0,-0.00023
1893,0,0.00069,0,-0.00008,0,0.00023,0,-0.00084,0,-0.00069
1924,0,0.00069,0,-0.00008,0,0.00023,0,-0.00038,0,-0.00023
1954,0,0.00069,0,-0.00099,0,0.00023,0,-0.00084,0,-0.00023
1985,0,0.00023,0,-0.00054,0,0.00023,0,-0.00084,0,0.00023
2015,0,0.00023,0,-0.00054,0,0.00023,0,0.00007,0,0.00023
2044,0,0.00023,0,-0.00054,0,-0.00023,0,0.00007,0,-0.00115
2075,0,0.00023,0,-0.00054,0,0.00069,0,0.00053,0,-0.00069
2106,0,0.00023,0,-0.00054,0,0.00114,0,-0.00084,0,-0.00069
2137,0,0.00069,0,-0.00054,0,0.00114,0,-0.00084,0,-0.00069
2167,0,0.00069,0,-0.00054,0,0.00023,0,-0.00038,0,-0.00069
2198,0,0.00023,0,-0.00054,0,0.00023,0,0.00053,0,-0.00069
2228,0,-0.00023,0,-0.00054,0,-0.00023,0,0.00007,0,-0.00069
2259,0,-0.00023,0,-0.00008,0,0.00069,0,-0.00038,0,-0.00160
2290,0,0.00069,0,-0.00008,0,0.00069,0,-0.00038,0,-0.00115
2321,0,0.00069,0,0.00038,0,0.00069,0,-0.00038,0,-0.00069
2351,0,0.00023,0,-0.00099,0,0.00069,0,-0.00038,0,-0.00023
2381,0,0.00069,0,-0.00054,0,-0.00023,0,0.00007,0,-0.00023
2412,0,0.00023,0,-0.00099,0,0.00023,0,-0.00038,0,-0.00069
2443,0,0.00023,0,-0.00054,0,0.00023,0,-0.00038,0,-0.00115
2473,0,0.00023,0,0.00038,0,0.00069,0,0.00007,0,-0.00069
2503,0,0.00069,0,-0.00008,0,0.00114,0,0.00053,0,-0.00115
2534,0,0.00023,0,-0.00008,0,0.00069,0,0.00053,0,-0.00069
2564,0,0.00069,0,-0.00054,0,-0.00023,0,0.00053,0,0.00023
2594,0,0.00023,0,-0.00054,0,0.00023,0,0.00007,0,-0.00023
2624,0,0.00023,0,-0.00054,0,0.00023,0,-0.00038,0,-0.00023
2655,0,-0.00023,0,-0.00054,0,0.00114,0,0.00007,0,-0.00069
2685,0,-0.00023,0,-0.00008,0,0.00069,0,0.00053,0,-0.00069
2716,0,0.00023,0,-0.00054,0,0.00114,0,0.00053,0,-0.00115
2746,0,-0.00023,0,-0.00054,0,0.00114,0,0.00007,0,-0.00023
2777,0,0.00023,0,-0.00008,0,0.00023,0,-0.00084,0,0.00023
2807,0,-0.00023,0,-0.00099,0,0.00023,0,-0.00084,0,-0.00023
2838,0,-0.00023,0,-0.00054,0,0.00069,0,-0.00038,0,-0.00069
2870,0,-0.00023,0,-0.00008,0,0.00069,0,0.00053,0,-0.00069
2900,0,0.00069,0,-0.00008,0,0.00114,0,0.00053,0,-0.00115
2930,0,0.00069,0,-0.00054,0,0.00069,0,0.00053,0,-0.00069
2961,0,0.00069,0,-0.00145,0,0.00023,0,-0.00038,0,-0.00023
2992,0,0.00069,0,-0.00145,0,0.00069,0,-0.00038,0,-0.00069
3022,0,0.00023,0,-0.00099,0,0.00023,0,-0.00084,0,0.00023
3052,0,0.00023,0,-0.00054,0,0.00023,0,0.00099,0,-0.00069
3082,0,0.00069,0,-0.00008,0,0.00023,0,0.00007,0,-0.00069
3112,0,0.00069,0,-0.00008,0,0.00069,0,0.00007,0,-0.00023
3142,0,0.00069,0,-0.00008,0,0.00023,0,0.00053,0,-0.00115
3173,0,0.00023,0,-0.00099,0,0.00023,0,-0.00084,0,-0.00069
3204,0,0.00023,0,-0.00099,0,0.00023,0,-0.00084,0,-0.00069
3234,0,-0.00023,0,-0.00099,0,0.00069,0,-0.00130,0,-0.00069
3265,0,0.00023,0,-0.00099,0,0.00114,0,0.00007,0,-0.00115
3296,0,-0.00023,0,-0.00054,0,0.00069,0,0.00007,0,-0.00069
3326,0,-0.00069,0,-0.00008,0,0.00114,0,0.00007,0,-0.00115
3357,0,-0.00069,0,-0.00054,0,0.00069,0,-0.00038,0,0.00023
3388,0,-0.00069,0,-0.00145,0,0.00069,0,-0.00038,0,0.00023
3419,0,0.00023,0,-0.00099,0,0.00023,0,-0.00038,0,-0.00023
3448,0,-0.00023,0,-0.00145,0,0.00023,0,0.00007,0,-0.00115
3479,0,-0.00023,0,-0.00054,0,0.00069,0,-0.00038,0,-0.00115
3511,0,0.00023,0,-0.00054,0,0.00069,0,0.00007,0,-0.00115
3540,0,0.00114,0,-0.00054,0,0.00069,0,-0.00038,0,-0.00023
3571,0,0.00069,0,-0.00008,0,0.00069,0,-0.00038,0,-0.00023
3602,0,0.00023,0,-0.00145,0,0.00023,0,-0.00038,0,-0.00023
3633,0,-0.00023,0,-0.00145,0,0.00069,0,0.00007,0,-0.00069
3663,0,-0.00023,0,-0.00099,0,0.00069,0,0.00007,0,-0.00115
3694,0,-0.00023,0,-0.00008,0,0.00114,0,0.00053,0,-0.00115
3725,0,0.00069,0,0.00038,0,0.00114,0,0.00007,0,-0.00069
